"","nuvirdi","teg_eign","ibm2","fjbilsk","fjherb","fjstof","matssvaedi","nafn_baer"
"3381",18651,"Íbúðareign",101.1,0,3,1,150,"Seljahverfi"
"3382",23685,"Íbúðareign",95.8,1,2,2,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"3383",12629,"Parhús",69.9,0,1,1,3120,"Stykkishólmur"
"3384",14479,"Íbúðareign",80,0,3,1,8030,"Þorlákshöfn"
"3385",22593,"Einbýlishús",168,0,4,1,2040,"Njarðvík"
"3386",33448,"Raðhús",102.4,0,3,1,700,"Garðarbær: Álftanes"
"3387",18947,"Íbúðareign",92.6,0,2,1,640,"Hafnarfjörður - Ásland"
"3388",25596,"Íbúðareign",75.6,1,2,1,330,"Kópavogur: Hjallar, Smárar"
"3389",37156,"Íbúðareign",123.8,0,2,1,350,"Kópavogur: Hvörf, Þing"
"3390",29036,"Raðhús",114.5,0,4,1,6080,"Akureyri: Giljahverfi"
"3391",40541,"Einbýlishús",249.8,0,10,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"3392",17259,"Íbúðareign",79.6,0,2,1,100,"Laugarneshverfi/Vogar"
"3393",49615,"Einbýlishús",215.8,0,5,1,800,"Mosfellsbær"
"3394",23941,"Íbúðareign",94.2,0,2,1,840,"Mosfellsbær: Höfðar, Hlíðar"
"3395",36945,"Parhús",108.5,0,3,2,281,"Réttarholt"
"3396",13108,"Íbúðareign",63.6,0,1,1,160,"Hólar, Berg"
"3397",23559,"Íbúðareign",72.9,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"3398",45861,"Íbúðareign",191.3,0,6,2,100,"Laugarneshverfi/Vogar"
"3399",29719,"Íbúðareign",106,1,3,1,180,"Grafarholt"
"3400",18956,"Einbýlishús",132.7,0,3,1,4210,"Hólmavík"
"3401",51375,"Einbýlishús",349.6,0,7,2,540,"Garðabær: Arnarnes"
"3402",101404,"Einbýlishús",340.1,0,7,3,540,"Garðabær: Arnarnes"
"3403",27525,"Íbúðareign",98.1,1,2,1,640,"Hafnarfjörður - Ásland"
"3404",33364,"Íbúðareign",120.2,1,3,1,640,"Hafnarfjörður - Ásland"
"3405",25562,"Íbúðareign",118.9,0,3,1,630,"Hafnarfjörður - Vellir"
"3406",21940,"Íbúðareign",85.1,0,2,1,640,"Hafnarfjörður - Ásland"
"3407",17809,"Íbúðareign",67,0,1,1,600,"Hafnarfjörður"
"3408",31040,"Íbúðareign",149.9,1,3,1,520,"Garðabær: Ásar"
"3409",20295,"Íbúðareign",76.8,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"3410",43869,"Raðhús",174.9,0,3,1,180,"Grafarholt"
"3411",16757,"Íbúðareign",93.1,0,3,1,161,"Fell"
"3412",16000,"Íbúðareign",75,0,2,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"3413",18200,"Raðhús",80.6,0,2,1,6030,"Akureyri: Efri brekka"
"3414",23969,"Einbýlishús",113,0,2,1,2050,"Keflavík"
"3415",26127,"Íbúðareign",100.9,0,2,1,500,"Garðabær"
"3416",18752,"Íbúðareign",120.6,0,3,1,600,"Hafnarfjörður"
"3417",19531,"Íbúðareign",90,0,2,1,600,"Hafnarfjörður"
"3418",29773,"Íbúðareign",127.1,0,3,1,300,"Kópavogur: Vesturbær"
"3419",28555,"Íbúðareign",119,0,3,1,340,"Kópavogur: Lindir, Salir"
"3420",26847,"Íbúðareign",99,0,2,1,330,"Kópavogur: Hjallar, Smárar"
"3421",14407,"Íbúðareign",72,0,1,1,300,"Kópavogur: Vesturbær"
"3422",21641,"Íbúðareign",81.3,0,2,1,284,"Bústaðahverfi"
"3423",14831,"Íbúðareign",94.7,0,3,1,161,"Fell"
"3424",23536,"Íbúðareign",90.6,0,2,1,340,"Kópavogur: Lindir, Salir"
"3425",3000,"Íbúðareign",35,0,1,1,2050,"Keflavík"
"3426",2957,"Íbúðareign",32.8,0,1,1,2050,"Keflavík"
"3427",2957,"Íbúðareign",33.7,0,1,1,2050,"Keflavík"
"3428",3000,"Íbúðareign",33.8,0,1,1,2050,"Keflavík"
"3429",12967,"Íbúðareign",76,0,3,1,2050,"Keflavík"
"3430",7658,"Íbúðareign",67.8,0,2,1,2050,"Keflavík"
"3431",18428,"Raðhús",58.8,0,1,1,70,"Melar: Að sjó"
"3432",83164,"Íbúðareign",165,1,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"3433",37338,"Raðhús",135.5,0,2,3,120,"Grafarvogur: Hamrar, Foldir, Hús"
"3434",23745,"Íbúðareign",74.5,0,2,1,90,"Holt/Tún"
"3435",17413,"Íbúðareign",91.8,0,2,1,800,"Mosfellsbær"
"3436",22156,"Raðhús",94,0,3,1,800,"Mosfellsbær"
"3437",23000,"Íbúðareign",79.8,0,1,1,6030,"Akureyri: Efri brekka"
"3438",22290,"Einbýlishús",147.4,0,4,1,6115,"Stór-Eyjafarðarsvæði"
"3439",48386,"Raðhús",160.4,0,0,0,500,"Garðabær"
"3440",15958,"Íbúðareign",84,0,2,1,600,"Hafnarfjörður"
"3441",22698,"Íbúðareign",100.5,0,3,1,600,"Hafnarfjörður"
"3442",18469,"Íbúðareign",71.6,0,2,1,320,"Kópavogur: Austurbær"
"3443",25164,"Íbúðareign",91.1,0,2,1,340,"Kópavogur: Lindir, Salir"
"3444",14504,"Íbúðareign",51.5,0,1,1,320,"Kópavogur: Austurbær"
"3445",29932,"Íbúðareign",119,0,3,1,340,"Kópavogur: Lindir, Salir"
"3446",15473,"Íbúðareign",60.4,0,1,1,100,"Laugarneshverfi/Vogar"
"3447",20786,"Íbúðareign",58.4,1,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"3448",5993,"Íbúðareign",21.9,0,1,0,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"3449",15708,"Íbúðareign",78.4,0,2,1,3000,"Akranes"
"3450",78082,"Íbúðareign",128.8,1,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"3451",20496,"Íbúðareign",115.4,0,3,2,160,"Hólar, Berg"
"3452",14493,"Íbúðareign",64.8,0,2,1,170,"Neðra-Breiðholt"
"3453",61952,"Íbúðareign",130,2,3,1,400,"Seltjarnarnes"
"3454",35600,"Parhús",161.3,0,4,2,181,"Úlfarsárdalur"
"3455",13920,"Íbúðareign",47.7,0,1,1,100,"Laugarneshverfi/Vogar"
"3456",25448,"Íbúðareign",86.1,1,2,1,181,"Úlfarsárdalur"
"3457",25350,"Íbúðareign",89.4,1,2,1,181,"Úlfarsárdalur"
"3458",13834,"Einbýlishús",89,0,1,2,3000,"Akranes"
"3459",12700,"Íbúðareign",92.6,0,2,1,8200,"Vestmannaeyjar"
"3460",10648,"Íbúðareign",72.1,0,1,1,2050,"Keflavík"
"3461",43596,"Einbýlishús",158.9,0,4,1,630,"Hafnarfjörður - Vellir"
"3462",23500,"Íbúðareign",89.2,0,2,1,500,"Garðabær"
"3463",40938,"Íbúðareign",172,1,3,1,350,"Kópavogur: Hvörf, Þing"
"3464",24479,"Íbúðareign",88.9,1,2,1,351,"Kópavogur: Kórar"
"3465",35710,"Íbúðareign",135.9,1,2,1,350,"Kópavogur: Hvörf, Þing"
"3466",24450,"Íbúðareign",67.8,0,2,1,300,"Kópavogur: Vesturbær"
"3467",24500,"Einbýlishús",113.5,0,8,1,7110,"Egilsstaðir"
"3468",23819,"Íbúðareign",94.1,0,2,1,100,"Laugarneshverfi/Vogar"
"3469",14247,"Íbúðareign",66.2,0,1,1,100,"Laugarneshverfi/Vogar"
"3470",32029,"Raðhús",236.1,0,7,2,150,"Seljahverfi"
"3471",17659,"Íbúðareign",81.6,0,2,1,100,"Laugarneshverfi/Vogar"
"3472",19025,"Íbúðareign",95.3,0,3,1,170,"Neðra-Breiðholt"
"3473",16551,"Íbúðareign",83.6,0,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"3474",27995,"Íbúðareign",105.3,1,3,1,180,"Grafarholt"
"3475",19785,"Einbýlishús",138.1,0,4,1,8180,"Hella"
"3476",23316,"Einbýlishús",126.3,0,4,1,7035,"Fljótsdalssvæði"
"3477",49205,"Einbýlishús",129.6,0,2,1,400,"Seltjarnarnes"
"3478",17062,"Íbúðareign",63.4,1,1,1,85,"Kringlan"
"3479",25993,"Íbúðareign",77.4,0,2,1,90,"Holt/Tún"
"3480",32800,"Íbúðareign",94.1,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"3481",25791,"Einbýlishús",115.6,1,3,1,3120,"Stykkishólmur"
"3482",11879,"Íbúðareign",77.2,0,2,1,5110,"Sauðárkrókur"
"3483",15877,"Einbýlishús",110,0,3,1,5110,"Sauðárkrókur"
"3484",26213,"Einbýlishús",205.8,0,3,2,6030,"Akureyri: Efri brekka"
"3485",19375,"Íbúðareign",92.7,0,2,1,6080,"Akureyri: Giljahverfi"
"3486",40759,"Raðhús",154.5,0,4,2,700,"Garðarbær: Álftanes"
"3487",27090,"Íbúðareign",106.5,0,2,2,320,"Kópavogur: Austurbær"
"3488",31772,"Íbúðareign",115.9,0,3,1,340,"Kópavogur: Lindir, Salir"
"3489",15236,"Íbúðareign",93.1,0,3,1,161,"Fell"
"3490",22448,"Íbúðareign",70.2,0,2,1,100,"Laugarneshverfi/Vogar"
"3491",18486,"Íbúðareign",63.3,0,2,1,80,"Hlíðar"
"3492",22993,"Íbúðareign",68,0,1,1,90,"Holt/Tún"
"3493",18138,"Íbúðareign",84.7,0,2,1,160,"Hólar, Berg"
"3494",16329,"Íbúðareign",87.7,0,2,1,91,"Háaleiti/Skeifa"
"3495",24306,"Íbúðareign",95.7,0,2,2,80,"Hlíðar"
"3496",14285,"Íbúðareign",51,0,1,1,90,"Holt/Tún"
"3497",21700,"Íbúðareign",91.8,0,2,1,800,"Mosfellsbær"
"3498",13441,"Íbúðareign",54.2,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"3499",65831,"Íbúðareign",179.4,0,2,1,70,"Melar: Að sjó"
"3500",27000,"Einbýlishús",171,0,4,2,3015,"Hvalfjarðarsvæði"
"3501",21622,"Íbúðareign",92,0,2,1,6080,"Akureyri: Giljahverfi"
"3502",23796,"Raðhús",132.2,0,5,1,2060,"Grindavík"
"3503",28656,"Einbýlishús",163,0,4,2,2060,"Grindavík"
"3504",49864,"Raðhús",145.8,0,5,1,700,"Garðarbær: Álftanes"
"3505",30864,"Íbúðareign",112.3,1,3,1,510,"Garðabær: Sjáland"
"3506",25956,"Íbúðareign",120.1,0,3,1,630,"Hafnarfjörður - Vellir"
"3507",15697,"Íbúðareign",57.6,0,1,1,600,"Hafnarfjörður"
"3508",26133,"Íbúðareign",77.7,0,2,1,300,"Kópavogur: Vesturbær"
"3509",19822,"Parhús",101.2,0,3,1,7150,"Reyðarfjörður"
"3510",6749,"Einbýlishús",74.5,0,3,1,7190,"Djúpivogur"
"3511",13980,"Íbúðareign",74.3,0,2,1,7150,"Reyðarfjörður"
"3512",33759,"Íbúðareign",124.9,0,3,1,100,"Laugarneshverfi/Vogar"
"3513",22525,"Íbúðareign",94.9,0,2,1,800,"Mosfellsbær"
"3514",31755,"Einbýlishús",146.8,0,4,1,160,"Hólar, Berg"
"3515",19900,"Íbúðareign",119.8,0,3,1,2040,"Njarðvík"
"3516",19935,"Íbúðareign",79.9,1,2,1,630,"Hafnarfjörður - Vellir"
"3517",21070,"Íbúðareign",66.3,1,1,1,351,"Kópavogur: Kórar"
"3518",20649,"Íbúðareign",66,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"3519",27791,"Raðhús",147,0,5,2,170,"Neðra-Breiðholt"
"3520",17800,"Íbúðareign",136.1,0,4,1,3020,"Borgarnes"
"3521",18342,"Einbýlishús",135.6,0,4,1,3020,"Borgarnes"
"3522",18532,"Einbýlishús",146.2,0,4,3,2050,"Keflavík"
"3523",45469,"Raðhús",158.2,0,4,2,330,"Kópavogur: Hjallar, Smárar"
"3524",33465,"Íbúðareign",129.9,1,3,1,351,"Kópavogur: Kórar"
"3525",11000,"Einbýlishús",144.3,0,5,2,6210,"Húsavík"
"3526",15334,"Íbúðareign",65.8,0,1,1,220,"Selás"
"3527",26211,"Íbúðareign",89.4,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"3528",30063,"Íbúðareign",132.7,2,4,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"3529",135468,"Einbýlishús",201.4,0,5,1,75,"Skerjafjörður"
"3530",24898,"Íbúðareign",95.7,0,2,2,80,"Hlíðar"
"3531",16608,"Íbúðareign",69.8,0,2,1,100,"Laugarneshverfi/Vogar"
"3532",18900,"Íbúðareign",91.1,1,2,1,3000,"Akranes"
"3533",23900,"Einbýlishús",89.4,0,4,1,3000,"Akranes"
"3534",15093,"Íbúðareign",73.5,0,2,1,6040,"Akureyri: Glerárhverfi"
"3535",19143,"Einbýlishús",140.2,0,5,1,6120,"Grenivík"
"3536",25024,"Raðhús",110.5,0,2,1,6040,"Akureyri: Glerárhverfi"
"3537",25141,"Einbýlishús",122.5,0,3,1,8010,"Selfoss"
"3538",27938,"Raðhús",129.1,0,3,1,8020,"Hveragerði"
"3539",20751,"Raðhús",97.4,0,2,1,8020,"Hveragerði"
"3540",14532,"Íbúðareign",84.2,0,2,1,2050,"Keflavík"
"3541",21478,"Parhús",91.8,0,2,1,2030,"Garður"
"3542",27660,"Íbúðareign",103.9,0,3,2,600,"Hafnarfjörður"
"3543",51958,"Raðhús",157.8,0,4,1,520,"Garðabær: Ásar"
"3544",21148,"Raðhús",59.7,0,1,1,530,"Garðabær: Vestan Hraunholtsbrautar"
"3545",18679,"Íbúðareign",74.4,0,2,1,630,"Hafnarfjörður - Vellir"
"3546",34583,"Íbúðareign",136.9,0,4,1,600,"Hafnarfjörður"
"3547",21681,"Íbúðareign",101.8,0,3,1,630,"Hafnarfjörður - Vellir"
"3548",47220,"Einbýlishús",201.8,0,4,2,650,"Hafnarfjörður - Setberg"
"3549",17693,"Íbúðareign",97.4,0,3,2,320,"Kópavogur: Austurbær"
"3550",18637,"Einbýlishús",125,0,4,1,7110,"Egilsstaðir"
"3551",11973,"Íbúðareign",100.3,0,3,1,7210,"Höfn"
"3552",27686,"Íbúðareign",120.7,0,4,1,91,"Háaleiti/Skeifa"
"3553",23889,"Íbúðareign",93.9,0,1,2,100,"Laugarneshverfi/Vogar"
"3554",7796,"Íbúðareign",28.6,0,2,0,90,"Holt/Tún"
"3555",41757,"Íbúðareign",136.3,0,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"3556",13619,"Íbúðareign",37.2,0,2,0,20,"Miðbær: Frá Tjörn að Snorrabraut"
"3557",23729,"Íbúðareign",74.5,1,1,1,90,"Holt/Tún"
"3558",17982,"Íbúðareign",68.6,0,1,1,85,"Kringlan"
"3559",9586,"Einbýlishús",129.3,0,4,1,6110,"Siglufjörður"
"3560",18642,"Íbúðareign",101.2,0,3,1,620,"Hafarfjörður: Hvaleyrarholt"
"3561",23155,"Íbúðareign",84.9,1,2,1,680,"Hafnarfjörður - Börð"
"3562",32772,"Íbúðareign",140.7,0,4,1,600,"Hafnarfjörður"
"3563",20223,"Íbúðareign",88.6,0,3,1,320,"Kópavogur: Austurbær"
"3564",2982,"Einbýlishús",121.8,0,4,1,7170,"Stöðvarfjörður"
"3565",12645,"Íbúðareign",85.4,0,3,1,7130,"Neskaupsstað"
"3566",5457,"Íbúðareign",49,0,1,1,7160,"Fáskrúðsfjöður"
"3567",25810,"Íbúðareign",96.9,0,2,1,91,"Háaleiti/Skeifa"
"3568",45464,"Parhús",161.2,0,3,2,100,"Laugarneshverfi/Vogar"
"3569",18396,"Íbúðareign",69.6,0,2,1,100,"Laugarneshverfi/Vogar"
"3570",33324,"Raðhús",105.3,0,3,1,210,"Ártúnsholt/Höfðar"
"3571",19704,"Íbúðareign",65.9,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"3572",28600,"Íbúðareign",101.1,1,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"3573",35779,"Íbúðareign",82.9,0,2,2,70,"Melar: Að sjó"
"3574",22619,"Íbúðareign",77.9,0,3,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"3575",25975,"Íbúðareign",128.2,0,4,2,80,"Hlíðar"
"3576",38763,"Einbýlishús",124,0,3,1,820,"Mosfellsbær: Leirvogstunga"
"3577",10000,"Íbúðareign",47.4,0,1,1,100,"Laugarneshverfi/Vogar"
"3578",9106,"Íbúðareign",54.4,0,1,1,6030,"Akureyri: Efri brekka"
"3579",30593,"Parhús",85.5,0,2,1,6010,"Akureyri: Naustahverfi"
"3580",19355,"Raðhús",86.3,0,1,1,8020,"Hveragerði"
"3581",17874,"Einbýlishús",140.8,0,4,2,8010,"Selfoss"
"3582",46245,"Einbýlishús",141.7,0,1,2,650,"Hafnarfjörður - Setberg"
"3583",59776,"Einbýlishús",183.1,0,0,0,650,"Hafnarfjörður - Setberg"
"3584",73584,"Einbýlishús",227.8,0,4,2,640,"Hafnarfjörður - Ásland"
"3585",11690,"Íbúðareign",38,0,1,1,160,"Hólar, Berg"
"3586",14986,"Íbúðareign",67.2,0,1,1,170,"Neðra-Breiðholt"
"3587",49641,"Íbúðareign",133.8,1,2,1,80,"Hlíðar"
"3588",22045,"Íbúðareign",53.9,0,1,1,90,"Holt/Tún"
"3589",23761,"Íbúðareign",58.6,0,1,1,72,"Hagar/Melar vestan Hofsvallagötu"
"3590",35961,"Raðhús",178.6,0,5,2,220,"Selás"
"3591",15533,"Íbúðareign",73.3,0,2,1,161,"Fell"
"3592",14879,"Íbúðareign",70.2,0,2,1,150,"Seljahverfi"
"3593",18781,"Íbúðareign",59.1,0,1,1,284,"Bústaðahverfi"
"3594",22244,"Íbúðareign",72,0,2,1,280,"Fossvogur"
"3595",40930,"Einbýlishús",124.8,0,5,2,75,"Skerjafjörður"
"3596",14079,"Íbúðareign",59.9,0,1,1,80,"Hlíðar"
"3597",21894,"Íbúðareign",84.1,0,2,1,840,"Mosfellsbær: Höfðar, Hlíðar"
"3598",19683,"Íbúðareign",70.7,0,2,1,100,"Laugarneshverfi/Vogar"
"3599",18278,"Íbúðareign",88.5,0,2,1,200,"Árbær"
"3600",8899,"Einbýlishús",89.5,0,2,1,5020,"Blönduós"
"3601",27636,"Raðhús",120.6,0,3,1,2040,"Njarðvík"
"3602",11477,"Íbúðareign",77.7,0,2,1,2050,"Keflavík"
"3603",52000,"Parhús",165.5,0,4,2,340,"Kópavogur: Lindir, Salir"
"3604",21771,"Íbúðareign",108.1,0,5,1,320,"Kópavogur: Austurbær"
"3605",25370,"Íbúðareign",75.6,0,2,1,330,"Kópavogur: Hjallar, Smárar"
"3606",19027,"Íbúðareign",62.3,0,1,1,330,"Kópavogur: Hjallar, Smárar"
"3607",34327,"Íbúðareign",124.7,1,3,1,350,"Kópavogur: Hvörf, Þing"
"3608",25358,"Íbúðareign",79.9,0,2,1,320,"Kópavogur: Austurbær"
"3609",15697,"Íbúðareign",54.1,0,1,1,320,"Kópavogur: Austurbær"
"3610",47882,"Íbúðarhús",180.7,0,5,2,70,"Melar: Að sjó"
"3611",11755,"Íbúðareign",44.6,0,1,1,160,"Hólar, Berg"
"3612",13450,"Íbúðareign",43.2,0,1,1,220,"Selás"
"3613",12925,"Íbúðareign",93.2,0,3,1,3000,"Akranes"
"3614",4916,"Einbýlishús",52.7,0,2,1,6110,"Siglufjörður"
"3615",9394,"Íbúðareign",68.6,0,1,1,6140,"Dalvík"
"3616",8832,"Raðhús",49.6,0,3,1,7110,"Egilsstaðir"
"3617",20485,"Einbýlishús",131.5,0,3,1,7150,"Reyðarfjörður"
"3618",23428,"Íbúðareign",88.1,0,3,1,160,"Hólar, Berg"
"3619",17130,"Íbúðareign",74.8,0,2,1,100,"Laugarneshverfi/Vogar"
"3620",75095,"Íbúðareign",128.8,1,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"3621",24901,"Íbúðareign",99,0,3,1,100,"Laugarneshverfi/Vogar"
"3622",26979,"Íbúðareign",108.5,1,2,1,270,"Norðlingaholt"
"3623",16867,"Íbúðareign",66.2,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"3624",17431,"Íbúðareign",89.1,0,2,1,161,"Fell"
"3625",14496,"Íbúðareign",56,0,1,1,120,"Grafarvogur: Hamrar, Foldir, Hús"
"3626",18395,"Íbúðareign",89.1,0,3,1,170,"Neðra-Breiðholt"
"3627",19775,"Einbýlishús",346.3,0,8,1,5110,"Sauðárkrókur"
"3628",19136,"Íbúðareign",60.7,0,1,2,600,"Hafnarfjörður"
"3629",13422,"Íbúðareign",64.1,0,1,1,620,"Hafarfjörður: Hvaleyrarholt"
"3630",21911,"Íbúðareign",112.9,0,3,2,620,"Hafarfjörður: Hvaleyrarholt"
"3631",24896,"Íbúðareign",93.7,0,3,1,500,"Garðabær"
"3632",16386,"Íbúðareign",59,0,1,1,180,"Grafarholt"
"3633",21876,"Íbúðareign",86,0,1,1,810,"Mosfellsbær: Teigar, Krikar"
"3634",25038,"Íbúðareign",86.1,1,2,1,181,"Úlfarsárdalur"
"3635",13845,"Íbúðareign",90.4,0,2,1,3000,"Akranes"
"3636",14000,"Einbýlishús",163.6,0,5,1,5030,"Skagaströnd"
"3637",14647,"Íbúðareign",92.5,0,2,1,6040,"Akureyri: Glerárhverfi"
"3638",16701,"Íbúðareign",67.4,0,1,1,6030,"Akureyri: Efri brekka"
"3639",22603,"Raðhús",133.3,0,4,1,6040,"Akureyri: Glerárhverfi"
"3640",18909,"Íbúðareign",94.2,0,1,2,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"3641",2800,"Íbúðareign",124.1,0,1,0,8200,"Vestmannaeyjar"
"3642",23675,"Íbúðareign",101.9,0,3,1,630,"Hafnarfjörður - Vellir"
"3643",20751,"Íbúðareign",91.9,0,2,1,630,"Hafnarfjörður - Vellir"
"3644",28350,"Íbúðareign",105,1,2,1,600,"Hafnarfjörður"
"3645",27192,"Íbúðareign",101.4,1,3,1,351,"Kópavogur: Kórar"
"3646",59741,"Einbýlishús",149.3,0,3,1,340,"Kópavogur: Lindir, Salir"
"3647",13483,"Íbúðareign",37.6,0,1,1,100,"Laugarneshverfi/Vogar"
"3648",29606,"Raðhús",115.6,0,4,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"3649",17365,"Íbúðareign",85.1,0,1,1,220,"Selás"
"3650",29082,"Íbúðareign",104.5,0,2,2,90,"Holt/Tún"
"3651",38479,"Íbúðareign",109,1,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"3652",33908,"Íbúðareign",128.5,0,5,1,284,"Bústaðahverfi"
"3653",31364,"Einbýlishús",67.1,0,2,2,20,"Miðbær: Frá Tjörn að Snorrabraut"
"3654",16269,"Íbúðareign",57.3,0,1,1,72,"Hagar/Melar vestan Hofsvallagötu"
"3655",23680,"Íbúðareign",109.9,0,1,2,100,"Laugarneshverfi/Vogar"
"3656",31899,"Íbúðareign",144.2,0,4,2,80,"Hlíðar"
"3657",23768,"Íbúðareign",80.1,0,2,1,320,"Kópavogur: Austurbær"
"3658",140820,"Einbýlishús",290.1,0,5,2,350,"Kópavogur: Hvörf, Þing"
"3659",24031,"Íbúðareign",94.6,0,3,1,330,"Kópavogur: Hjallar, Smárar"
"3660",43694,"Einbýlishús",136.1,0,2,1,340,"Kópavogur: Lindir, Salir"
"3661",8386,"Íbúðareign",81.4,0,3,1,7210,"Höfn"
"3662",13889,"Íbúðareign",69.1,0,1,1,90,"Holt/Tún"
"3663",11343,"Íbúðareign",50.7,0,1,1,161,"Fell"
"3664",19069,"Íbúðareign",76,1,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"3665",14719,"Íbúðareign",49.5,0,2,1,90,"Holt/Tún"
"3666",22737,"Íbúðareign",69.1,0,1,1,80,"Hlíðar"
"3667",12217,"Íbúðareign",47.4,0,1,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"3668",19928,"Íbúðareign",77.5,0,2,1,100,"Laugarneshverfi/Vogar"
"3669",25743,"Einbýlishús",101.5,0,3,1,2010,"Vogar"
"3670",12330,"Íbúðareign",80.8,0,1,2,2050,"Keflavík"
"3671",43457,"Raðhús",152,0,4,1,500,"Garðabær"
"3672",25900,"Íbúðareign",93.2,0,2,1,640,"Hafnarfjörður - Ásland"
"3673",16297,"Íbúðareign",62.1,0,1,1,320,"Kópavogur: Austurbær"
"3674",22054,"Íbúðareign",81.6,0,2,1,340,"Kópavogur: Lindir, Salir"
"3675",13486,"Íbúðareign",46.9,0,1,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"3676",21840,"Íbúðareign",93.5,0,3,1,283,"Hvassaleiti"
"3677",26198,"Íbúðareign",86.1,1,2,1,600,"Hafnarfjörður"
"3678",27692,"Íbúðareign",109.5,1,3,1,340,"Kópavogur: Lindir, Salir"
"3679",17379,"Íbúðareign",55.1,0,1,1,90,"Holt/Tún"
"3680",16509,"Íbúðareign",52.8,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"3681",13264,"Íbúðareign",58.5,0,1,1,160,"Hólar, Berg"
"3682",22362,"Íbúðareign",81.5,0,2,1,31,"Miðbær: Suður-Þingholt"
"3683",23226,"Íbúðareign",62.7,0,1,1,280,"Fossvogur"
"3684",25457,"Íbúðareign",96.6,1,2,1,180,"Grafarholt"
"3685",23732,"Íbúðareign",91.9,0,2,1,810,"Mosfellsbær: Teigar, Krikar"
"3686",11683,"Íbúðareign",60.6,0,1,1,6040,"Akureyri: Glerárhverfi"
"3687",17500,"Íbúðareign",94.8,0,2,1,8010,"Selfoss"
"3688",25500,"Íbúðareign",87.2,1,2,1,600,"Hafnarfjörður"
"3689",18486,"Íbúðareign",70.9,0,1,1,72,"Hagar/Melar vestan Hofsvallagötu"
"3690",22765,"Íbúðareign",79.3,1,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"3691",41905,"Raðhús",162.1,0,4,2,810,"Mosfellsbær: Teigar, Krikar"
"3692",21394,"Íbúðareign",98.8,0,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"3693",19374,"Íbúðareign",95.7,0,3,1,150,"Seljahverfi"
"3694",18491,"Íbúðareign",78,0,2,1,170,"Neðra-Breiðholt"
"3695",26973,"Íbúðareign",112.8,0,3,2,640,"Hafnarfjörður - Ásland"
"3696",34182,"Einbýlishús",180,0,4,1,630,"Hafnarfjörður - Vellir"
"3697",19201,"Íbúðareign",86.5,0,2,1,320,"Kópavogur: Austurbær"
"3698",20683,"Íbúðareign",58.8,0,1,1,300,"Kópavogur: Vesturbær"
"3699",43867,"Íbúðareign",126.8,1,2,1,300,"Kópavogur: Vesturbær"
"3700",13867,"Einbýlishús",112.8,0,3,2,6220,"Þórshöfn"
"3701",33980,"Íbúðareign",120.2,1,2,1,7110,"Egilsstaðir"
"3702",11443,"Einbýlishús",123.1,0,3,1,7020,"Vopnafjörður"
"3703",30657,"Raðhús",109.6,0,3,1,7210,"Höfn"
"3704",26040,"Íbúðareign",83.9,1,2,2,90,"Holt/Tún"
"3705",11464,"Raðhús",70.2,0,1,1,5110,"Sauðárkrókur"
"3706",24200,"Íbúðareign",92.8,1,2,1,351,"Kópavogur: Kórar"
"3707",36353,"Íbúðareign",131.9,0,3,1,100,"Laugarneshverfi/Vogar"
"3708",47972,"Raðhús",208.1,0,4,3,85,"Kringlan"
"3709",11996,"Íbúðareign",49.9,0,1,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"3710",34759,"Einbýlishús",117.9,0,4,1,6010,"Akureyri: Naustahverfi"
